line_number,status,reasons,left_or_columns,right
7738,rejected,source_tag,"ᎣᏂᏃ ᎢᏴᏛ ᏓᏆᎧᎾᏅᎩ, ᎠᎴ ᎬᏂᏳᏉ, ᎤᏂᏧᏈᏍᏗ ᏴᏫ [ᏫᏕᏥᎪᎥᎩ] ᎾᏍᎩ ᎩᎶ ᏗᎬᏩᏎᎰᎲᏍᏗ ᏂᎨᏒᎾ, ᎾᏍᎩ ᏅᏓᏳᎾᏙᏣᎴᏛ ᎾᏂᎥ ᎤᎾᏓᏤᎵᏛ ᏴᏫ ᏓᏁᏩᏗᏒᎢ, ᎠᎴ ᎪᎱᏍᏗ ᏗᎾᏓᏛᎿ ᎨᏒᎢ, ᎠᎴ ᏴᏫ ᏓᏁᏩᏗᏒᎢ ᎠᎴ ᏧᏓᎴᏅᏛ ᏗᏂᏬᏂᏍᎩ ᎨᏒᎢ, ᎠᏂᏙᎾᎥᎩ ᎦᏍᎩᎸ ᎢᎬᏱᏗᏢ, ᎠᎴ ᎤᏃᏕᎾ ᎠᎩᎾ ᏄᏛᏅ ᎢᎬᏱᏗᏢ, ᏧᏁᎬ ᏚᎾᏄᏩᎥᎩ, ᎠᎴ ᏗᏂᏁᎲᎩ ᏧᏪᏲᏔ ᏧᎦᏄᏓᏅᎯᏛ;","After these things I saw, and behold, a great multitude, which no man could number, out of every nation and of all tribes and peoples and tongues, standing before the throne and before the Lamb, arrayed in white robes, and palms in their hands;"
7760,rejected,source_tag,"ᎯᏍᎩᏁᏃ ᎨᏒ ᏗᎧᎿᏩᏗᏙᎯ ᎤᏤᎷᎯᏒᎩ, ᎠᎩᎪᎲᎩᏃ ᏃᏈᏏ ᎦᎸᎶᎢ ᏓᏳᏓᎴᏅᎩ ᎡᎶᎯᏃ ᎤᏬᏥᎸᎩ; ᎠᎴ ᎾᏍᎩ [ᏃᏈᏏ] ᎠᏥᏕᎸᎩ ᎠᏍᏚᎢᏍᏗ ᎾᏍᎩ ᏫᎾᏍᏛᎾᎠᏔᎴᏒ ᎠᏍᏚᎢᏍᏙᏗ.","And the fifth angel sounded, and I saw a star from heaven fallen unto the earth: and there was given to him the key of the pit of the abyss."
7782,rejected,source_tag,"ᎪᏪᎵᏃ ᎤᏍᏗ ᎤᏒᎦᎸᎩ ᎠᏍᏚᎢᏛ; ᎠᎦᏘᏏᏃ ᎤᎳᏏᏕᏂ ᎠᎺᏉᎯ ᎤᎳᏏᏅᎩ, ᎠᎦᏍᎦᏂᏃ [ᎤᎳᏏᏕᏂ] ᎦᏙᎯ ᎤᎳᏏᏅᎩ,","and he had in his hand a little book open: and he set his right foot upon the sea, and his left upon the earth;"
7794,rejected,source_tag,"ᏗᏆᏤᎵᏃ ᎠᏂᏔᎵ ᎠᏂᎦᏔᎯ ᏓᎦᏥᏁᎵ [ᎤᎾᏙᎴᎰᎯᏍᏗᏱ] ᎠᎴ ᎠᎾᏙᎴᎰᏍᎨᏍᏗ ᏌᏉ ᎢᏯᎦᏴᎵ ᏔᎵᏧᏈ ᏑᏓᎵᏍᎪᎯᏃ ᏧᏒᎯᏛ, ᏧᏏᏕᏅ ᏚᎾᏄᏩᎡᏍᏗ.","And I will give unto my two witnesses, and they shall prophesy a thousand two hundred and threescore days, clothed in sackcloth."
7812,rejected,source_tag,"ᎾᏍᎩᏃ ᎦᏁᎵᏛ Ꭸ-Ꮢ ᎢᏳᏍᏗ, ᎤᏪᎷᏅᎩ ᎠᎴ ᎤᎾᏄᎪᏫᏏᏕᎾ ᎨᏒᎩ, ᎠᎴ ᎡᎯᏍᏗ ᎤᏓᏅᏛ ᎤᏚᎵᏍᎬᎩ ᎤᎾᏄᎪᏫᏍᏗᏱ [ᎠᏰᎵ.]","and she was with child; and she crieth out, travailing in birth, and in pain to be delivered."
7813,rejected,source_tag,"ᎠᎴ ᏅᏩᏓᎴ ᎤᏍᏆᏂᎪᎩ ᎤᎾᏄᎪ ᏨᎩ ᎦᎸᎳᏗ; ᎠᎴ ᎬᏂᏳᏉ ᎤᏣᏅ ᎩᎦᎨ ᎢᎾᏛ [ᏫᏥᎪᎥᎩ,] ᎦᎸᏉᎩ ᏓᏍᎫᏓᏛᎩ, ᎠᎴ ᎠᏍᎪᎯ ᏕᎤᎷ-ᎬᎩ, ᎠᎴ ᎦᎸᏈᎩ ᏚᎵᏍᏚᎸᎩ ᏓᏍᎫᏓᏛᎢ.","And there was seen another sign in heaven: and behold, a great red dragon, having seven heads and ten horns, and upon his heads seven diadems."
7814,rejected,source_tag,"ᎦᏂᏓᏛᏃ ᏃᏈᏏ ᎦᎸᎳᏗ ᎠᏂᎧᎸ ᏦᎢ ᎢᏗᎦᏛᎯ ᎨᏒ ᎾᏍᎩ ᏌᏉ ᎢᏳᏪᏨᎯ ᏕᎤ-ᏎᏒᏔᏅᎩ, ᎠᎴ ᎦᏙᎯ ᏫᏚᏗᏅᏒᎩ; ᎢᎾᏛᏃ ᎢᎬᏱᏗᏢ ᎤᎴᏅᎩ ᎠᎨᏴ ᏄᏛᏅᎢ, ᎾᏍᎩ ᎤᎾᏄᎪᏫᏏᏕᎾ [ᎠᏲᎵ] ᎾᏍᎩ ᎤᏕᏃᏅᎯᏉ ᎤᏪᏯᎣᎲᏍᏗᏱ ᎤᏰᎸᏒᎩ.","And his tail draweth the third part of the stars of heaven, and did cast them to the earth: and the dragon standeth before the woman that is about to be delivered, that when she is delivered he may devour her child."
7819,rejected,source_tag,"ᎾᏍᎩᏃ Ꮎ ᎤᏔᏅ ᎢᎾᏛ ᎠᏥᏄᎪᏫᏒᎩ, ᎾᏍᎩ ᎾᎠᎦᏴᎵ ᎢᎾᏛ, ᎠᏍᎩᎾ ᏣᎪᏎᎭ, ᎠᎴ ᏎᏓᏂ, ᎾᏍᎩ ᏥᏕᎦᎶᏄᎮᎭ ᏂᎬᎾᏛ ᎡᎶᎯ [ᎠᏁᎯ;] ᎾᏍᎩ ᏓᏰᏥᏄᎪᏫᏒᎩ ᎡᎶᎯ ᏓᏰᎦᏓᎢᏅᏒᎩ, ᎠᎴ ᎾᏍᎩ ᏧᏤᎵ ᏗᏂᎧᎿᏩᏗᏙᎯ ᎢᏧᎳᎭ ᏓᎨᏥᏄᎪᏫᏒᎩ.","And the great dragon was cast down, the old serpent, he that is called the Devil and Satan, the deceiver of the whole world; he was cast down to the earth, and his angels were cast down with him."
7827,rejected,source_tag,"ᎠᎴ ᎢᎾᏛ ᎤᎿᎸᏤᎸ-Ꭹ ᎠᎨᏴ, ᎠᎴ ᏓᎿᏩ ᎢᏧᏩᏁᏗᏱ ᎤᏰᎸᏅᎩ ᎤᎾᎵᏃᎯᏴᎯ ᎾᏍᎩ [ᎠᎨᏴ] ᎤᏁᏢᏔᏅᎯ ᎨᏒᎢ, ᎾᏍᎩ Ꮎ ᎠᏂᏍᏆᏂᎪᏗᏍᎩ ᏗᎧᎿᏩᏛᏍᏗ ᎤᏁᎳᏅᎯ ᏧᏤᎵᎦ, ᎠᎴ ᎤᏂᎯ ᏥᏌ ᎦᎶᏁᏛ ᎤᏤᎵ ᎪᎯᏳᏗᏍᎩ","And the dragon waxed wroth with the woman, and went away to make war with the rest of her seed, that keep the commandments of God, and hold the testimony of Jesus:"
7830,rejected,source_tag,ᏌᏉᏃ ᎠᏍᎫᏓᏛ ᎠᎩᎪᎲᎩ ᎬᏩᏲᎱᎯᏍᏗ ᎢᏴᏛ ᏣᏥᏐᏅᏃ ᏓᏤᎸᎩ; ᎠᎴ ᎾᏍᎩ ᎬᏩᏲᎱᎯᏍᏗ ᎢᏴᏛ ᎠᏥᏐᏅᏅ ᎤᏗᏩᏒᎯ ᎨᏒᎩ; ᎠᎴ ᏂᎬᎾᏛ ᎡᎶᎯ [ᎠᏁᎯ] ᎠᏂᏍᏆᏂᎪᏍᎬᎩ [ᎠᎴ] ᎠᏂᏍᏓᏩᏗᏒᎩ ᎾᏍᎩ ᎾᏅᎩ-ᏗᎦᏅᏌᏗ.,And I saw one of his heads as though it had been smitten unto death; and his death-stroke was healed: and the whole earth wondered after the beast;
7835,rejected,source_tag,"ᎠᎴ ᎾᏂᎥ ᎡᎶᎯ ᏓᏁᏩᏗᏒ ᏓᎬᏩᏓᏙᎵᏍᏓᏁᎵ, ᎾᏍᎩ ᏚᎾᏙᎥ ᏂᏗᎪᏪᎸᎾ ᎬᏂᏛ ᎪᏪᎵᎯ ᎾᏍᎩ ᎤᏃᏕᎾ ᎠᎩᎾ ᎤᏤᎵᎦ, ᎾᏍᎩ [ᎤᏃᏕᎾ ᎠᎩᎾ] ᎡᎶᎯ ᏧᏙᏢᏅ ᏅᏓᎬᏩᏓᎴᏅᏛ ᎠᏥᎸᎯ ᏥᎨᏎᎢ.","And all that dwell on the earth shall worship him, every one whose name hath not been written from the foundation of the world in the book of life of the Lamb that hath been slain."
7858,rejected,source_tag,"ᎠᎴ ᎠᏆᏛᎦᏅᎩ ᎩᎶ ᎧᏁᎬ ᎦᎸᎳᏗ ᏛᏓᎴᎲᏍᎬᎩ ᎯᎠ ᏅᏛᎩᏪᏎᎲᎩ, ᎰᏪᎸᎩ, [ᎯᎠ ᏅᎦ,] ᎣᏏᏳ ᎢᏳᎾᎵᏍᏓᏁᏗ ᏧᏂᏲᎱᏒᎯ ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᏚᎾᏁᎶᏛ ᏗᏂᏲᎱᏍᎩ ᎪᎯ ᎢᏳᏓᎴᏅᏛ; ᎤᏙᎯᏳᎯ ᎠᏗᎭ ᎠᏓᏅᏙ ᎾᏍᎩ ᎬᏩᎾᏣᏪᏐᎸᏍᏙᏗ ᎢᏳᎵᏍᏙᏗᏱ ᏚᏂᎸᏫᏍᏓᏁᎸᎢ; ᎠᎴ ᏚᏂᎸᏫᏍᏓᏁᎸ ᏓᏳᏂᏍᏓᏩᏕᏏ.","And I heard a voice from heaven saying, Write, Blessed are the dead who die in the Lord from henceforth: yea, saith the Spirit, that they may rest from their labors; for their works follow with them."
7867,rejected,source_tag,"ᎠᎴ ᎠᎩᎪᎲᎩ ᎥᏓᎸ ᎠᏓᎨᏗ ᏗᎬᏩᎸᏌᏛ ᎾᏍᎩᏯᎢ ᎠᏥᎸ ᎤᏓᏑᏱ ᎨᏒᎩ; ᎠᎴ ᎾᏍᎩ Ꮎ [ᎥᎦᏥᎪᎥᎩ] ᏅᎩᏗᎦᏅᏌᏗ ᎤᎾᏓᎵᏁᎯᏕᎸᎯ, ᎠᎴ ᎾᏍᎩ Ꮎ ᏣᎦᏟᎶᏍᏔᏅᎯ, ᎠᎴ ᎤᏤᎵ ᏧᏬᏪᎶᏙᏗ, ᎠᎴ ᎾᏍᎩ ᏚᏙᎥ ᎢᎦᎢ ᎠᏎᏍᏗ ᎨᏒᎢ, ᎠᏂᏙᎾᎥᎩ ᎥᏓᎸ ᎠᏓᎨᏗ ᏗᎬᏩᎸᏌᏛ ᎾᏍᎩᏯᎢ, ᎤᏁᎳᏅᎯ ᏧᏤᎵ ᏗᎧᏃᎩᏍᏙᏗ ᏓᏂᏁᎲᎩ","And I saw as it were a sea of glass mingled with fire; and them that come off victorious from the beast, and from his image, and from the number of his name, standing by the sea of glass, having harps of God."
7880,rejected,source_tag,"ᏅᏩᏓᎴᏃ [ᏗᎧᎿᏩᏗᏙᎯ] ᎥᏥᏯᏛᎦᏁᎸᎩ ᎠᏥᎸ-ᎨᎳᏍᏗᏱ ᎯᎠ ᏅᏓᏳᏪᏒᎩ, ᎾᏍᎩᏯ ᏄᏍᏕᏍᏗ, ᏣᎬᏫᏳᎯ ᏣᏁᎳᏅᎯ ᏫᎾᏍᏛᎾ ᏣᎵᏂᎩᏛ, ᎣᏏᏳ ᎠᎴ ᏚᏳᎪᏛ ᏂᎯ ᏗᎫᎪᏙᏗ ᎨᏒᎢ.","And I heard the altar saying, Yea, O Lord God, the Almighty, true and righteous are thy judgments."
7892,rejected,source_tag,"ᎠᎴ ᎾᏍᎩ ᎡᏆ ᎦᏚᎲ ᏦᎢ ᏄᏓᏛᎩ, ᎠᎴ ᎤᎾᏓᏤᎵᏛ ᏴᏫ ᏓᏁᏩᏗᏒ ᏚᏂᏚᎲ ᏚᏲᏨᎩ; ᎠᎴ ᏓᏓᎶᏂ ᎦᎸᏉᏗ ᎦᏚᎲ ᎠᏅᏓᏗᏍᏗ ᏄᎵᏍᏔᏅᎩ ᎤᏁᎳᏅᎯ ᏄᏛᏅᎢ, ᎾᏍᎩ ᎠᏥᏁᏗᏱ [ᏓᏓᎶᏂ] ᎤᎵᏍᏈᏗ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎠᏟᏍᏛ ᎤᏣᏘ ᎤᏔᎳᏬᎯᏍᏗ ᎨᏒ ᎤᏩᏛᏗ.","And the great city was divided into three parts, and the cities of the nations fell: and Babylon the great was remembered in the sight of God, to give unto her the cup of the wine of the fierceness of his wrath."
7899,rejected,source_tag,"ᎠᎬᏓᎨᏂᏃ ᏚᏙᎥ ᎪᏪᎸᎩ, [ᎯᎠ ᏂᎬᏅᎩ] ᎤᏕᎵᏛ ᎨᏒᎢ, ᏓᏓᎶᏂ ᎡᏆ, ᎤᏂᏁᎫᏥᏛ ᎠᏂᎨᏴ ᎤᏂᏥ ᎠᎴ ᎤᏂᏆᏘᏍᏗ ᎡᎶᎯ ᎡᎯ.","and upon her forehead a name written, MYSTERY, BABYLON THE GREAT, THE MOTHER OF THE HARLOTS AND OF THE ABOMINATIONS OF THE EARTH."
7902,rejected,too_long,"ᎾᏍᎩ Ꮎ ᏅᎩ-ᏗᎦᏅᏌᏗ ᏥᎪᎥᎩ, ᎡᎲᎩ, ᎠᎴ ᎥᏝ ᏰᎭ; ᎠᎴ ᏙᏛᎴᏂ ᏫᎾᏍᏛᎾ ᏗᏔᎴᏒ ᏓᎦᏄᎪᏥ, ᎠᎴ ᎠᏥᏛᏙᏗᏱ ᏴᏓᎦᎶᏏ, ᎾᏍᎩᏃ Ꮎ ᎡᎶᎯ ᎠᏁᎯ ᎾᏍᎩ ᏚᎾᏙᎥ ᏂᏗᎪᏪᎳᏅ ᎾᎬᏂᏛ ᎪᏪᎵᎯ ᎡᎶᎯ ᏧᏙᏢᏅ ᏅᏓᎬᏩᎴᏅᏛ ᏛᏂᏍᏆᏂᎪᏏ ᎠᏂᎪᎲᎭ ᏅᎩ-ᏗᎦᏅᏌᏗ ᎾᏍᎩ ᏤᎲᎩ, ᎠᎴ ᏁᎲᎾ ᏥᎩ, ᎠᏎᏃ ᎾᏍᎩ ᏤᎭ.","The beast that thou sawest was, and is not; and is about to come up out of the abyss, and to go into perdition. And they that dwell on the earth shall wonder, they whose name hath not been written in the book of life from the foundation of the world, when they behold the beast, how that he was, and is not, and shall come."
7961,rejected,too_long,"ᎠᎴ ᏓᎩᎪᎲ ᏕᎦᏍᎩᎸᎢ, ᎾᎿᏃ ᎤᎾᏅᏅᎩ ᎠᎴ ᏧᏄᎪᏙᏗᏱ ᎥᎨᎦᎵᏍᎪᎸᏓᏁᎸᎩ; ᎠᎴ ᏙᏥᎪᎥᎩ ᏧᎾᏓᏅᏙ ᏗᎨ ᏥᏍᎫᏕᏒᎯ ᎾᏍᎩ ᏥᏌ ᎠᏂᏃᎮᏍᎬ ᎤᏂᏍᏛᏛᎯ ᎠᎴ ᎧᏃᎮᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵ ᎠᏂᏃᎮᏍᎬᎢ, ᎠᎴ ᎾᏍᎩ ᎤᎾᏓᏙᎵᏍᏓᏁᎸᎯ ᏂᎨᏒᎾ ᏅᎩ-ᏗᎦᏅᏌᏗ, ᎠᎴ ᎾᏍᎩ ᏣᎦᏟᎶᏍᏔᏅᎯ, ᎠᎴ ᏗᎨᎪᏪᎳᏅᎯ ᏂᎨᏒᎾ ᏗᏂᎬᏓᎨᏂ, ᎠᎴ ᏧᏃᏰᏂ; ᎠᎴ ᎾᏍᎩ ᎦᎶᏁᏛ ᎢᏧᎳᎭ ᎠᏁᎲᎩ ᎠᎴ ᎤᏂᎬᏫᏳᎯ ᎥᎨᏒᎩ ᏌᏉ ᎢᏯᎦᏴᎵᎢᏧᏕᏘᏴᏛ.","And I saw thrones, and they sat upon them, and judgment was given unto them: and I saw the souls of them that had been beheaded for the testimony of Jesus, and for the word of God, and such as worshipped not the beast, neither his image, and received not the mark upon their forehead and upon their hand; and they lived, and reigned with Christ a thousand years."
7963,rejected,source_tag,"ᎣᏏᏳ ᎢᏳᎵᏍᏓᏁᏗ ᎠᎴ ᎾᏍᎦᏅᎾ ᎾᏍᎩ ᎾᎤᏪᎳᏗᏍᏗᏍᎩ ᎢᎬᏱᏱ ᏗᎴᎯᏐᏗ ᎨᏒᎢ; ᎾᏍᎩ ᎥᏝ ᎪᎱᏍᏗ ᏴᎬᏩᏅᎦ ᏔᎵᏁ ᎠᏲᎱᎯᏍᏗ ᎨᏒᎢ, ᎠᏥᎸᏍᎩᏂ-ᏗᏁᎶᎯ ᎨᏎᏍᏗ ᎤᏁᎳᏅᎯ ᎠᎴ ᎦᎶᏁᏛ, ᎠᎴ [ᎦᎶᏁᏛ] ᎢᏧᎳᎭ ᎤᏂᎬᏫᏳᎯ ᎨᏎᏍᏗ ᏌᏉ ᎢᏯᎦᏴᎵ ᎢᏧᏕᏘᏴᏛ.","Blessed and holy is he that hath part in the first resurrection: over these the second death hath no power; but they shall be priests of God and of Christ, and shall reign with him a thousand years."
7984,rejected,source_tag,"ᎠᏐᏴᎩᏃ ᎡᏆ ᎢᏅ ᎢᎦᏘ, ᎦᎶᎯᏍᏗᏱᏃ ᏔᎳᏚ ᏕᎪᏢᏒᎩ, ᎠᎴ ᎦᎶᎯᏍᏗᏱ ᏔᎳᏚ ᎢᏯᏂᏛ ᏗᏂᎧᎿᏩᏗᎩᎯ [ᏓᏂᏙᎬᎩ,] ᏚᎾᏙᎥᏃ ᏕᎪᏪᎸᎩ ᎦᎶᎯᏍᏗᏱ, ᎾᏍᎩ ᏔᎳᏚ ᎾᏂᎳᏍᏓᎸ ᎢᏏᎵ ᏧᏪᏥ ᏚᎾᏙᎥᎢ.","having a wall great and high; having twelve gates, and at the gates twelve angels; and names written thereon, which are the names of the twelve tribes of the children of Israel:"
7985,rejected,source_tag,"ᏅᏙ ᏗᎧᎸᎬ ᎢᏗᏢ ᏦᎢ ᎦᎶᎯᏍᏗᏱ [ᏕᎪᏢᏒᎩ,] ᏧᏴᏢᏃ ᎢᏗᏢ ᏦᎢ ᎦᎶᎯᏍᏗᏱ; ᏧᎦᎾᏮᏃ ᎢᏗᏢ ᏦᎢ ᎦᎶᎯᏍᏗᏱ; ᏭᏕᎵᎬᏃ ᎢᏗᏢ ᏦᎢ ᎦᎶᎯᏍᏗᏱ.",on the east were three gates; and on the north three gates; and on the south three gates; and on the west three gates.
7986,rejected,source_tag,"ᎠᏐᏴᏃ ᎦᏚᎲ ᏔᎳᏚ ᏕᎦᎫᏍᏓᎥᎩ, ᏕᎦᎫᏍᏓᎥᏃ ᏔᎳᏚ ᏚᎾᏙᎥᎢ [ᏕᎪᏪᎸᎩ,] ᎾᏍᎩ ᏔᎳᏚ ᎢᏯᏂᏛ ᎤᏃᏕᎾ ᎠᎩᎾ ᏧᏅᏏᏛ ᏚᎾᏙᎥᎢ.","And the wall of the city had twelve foundations, and on them twelve names of the twelve apostles of the Lamb."
7999,rejected,source_tag,"ᎠᎴ ᎥᏝ ᎠᏎᎾᎿ ᎤᏴᏍᏗ ᏱᎨᏎᏍᏗ ᎪᎱᏍᏗ ᎦᏓᎭ, ᎠᎴ ᎤᏂᏆᏘᏍᏗ ᏧᎸᏫᏍᏓᏁᎯ, ᎠᎴ ᎦᏰᎪᎩ; ᎤᏅᏒᏍᎩᏂ [ᎤᏂᏴᏍᏗ ᎨᏎᏍᏗ ᏚᎾᏙᎥ] ᏗᎪᏪᎵ ᎬᏂᏛ ᎠᏓᏁᎯ ᎪᏪᎵᎯ ᎤᏃᏕᎾᎠᎩᎾ ᎤᏤᎵᎦ.","and there shall in no wise enter into it anything unclean, or he that maketh an abomination and a lie: but only they that are written in the Lamb’s book of life."
8044,rejected,too_long,"“ᎾᏍᎩᏃ ᎢᏳᏍᏗ ᎯᎠ ᏣᏓᏁᎵ, ᎾᏍᎩ ᎢᏤᎢ, ᎾᏍᎩ ᎠᏞᏅᏓᏗᏍᎬᎢ ᎧᏃᎮᏗ ᏣᎳᎩ ᎧᏃᎮᏢᏅᎢ, ᎧᏃᎮᏢᏅᎢ ᎾᏍᎩ ᏏᏉᏯ ᎤᎴᏂᏙᎸᎢ, ᎾᏍᎩ ᏚᏬᏢᏅ ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ ᏗᎪᎵᏱᏙᏗ, ᎾᏍᎩ ᏚᏬᏢᏁ ᎠᎴᏂᏙᎲ ᎠᎴ ᏫᎧᏁᏉᏓ ᎯᎠ ᎤᏁᎳᏛᎢ ᎠᎴᎦᏲᏟᎾᏍᎩᎧᏃᎮᏢᏣᎳᎩᎠᏰᎵᎪᎯᎢᎦᎠᎴ ᎾᏍᏊ ᎡᏘ ᏣᏁᏢᎢ ᎠᎭᏂ,” ᎠᏗᏍᎬᎢ.","“So this cabin, with the refresh, had the opportunity to tell the Cherokee story, the story of Sequoyah, the development of the Cherokee language, artifacts from his life in addition to the cabin and then a little bit about Cherokee Nation today and the old settlers that inhabited the area,” he said."
8076,rejected,too_short,ᎤᏔᏂᏓ ᎢᎾᏓ,The Beast
8128,rejected,low_cherokee_left,"“ᎪᎱᏍᏗ ᏥᏩᏔ ᎤᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏙᏯ., I found something near the river",said Beaver.
8130,rejected,low_cherokee_left,"ᏂᎯ ᎡᎵᏊ ᏱᏣᎾᏔ Ꮩ ᎤᏍᏗ ᎨᏒ.”, You might, by chance, know what it is."" “ᎭᏩ, ” ᎤᏛᏁ ᏥᏍᏚ, “ᎢᏕᎾ.”"", Alright","said rabbit, let's go."""""
8158,rejected,low_cherokee_left,"“ᎯᏓ ᎾᏅᏛᏁᎰ,” ᎤᏛᏁ., This is what they do",he said.
8200,rejected,duplicate_exact,“ᎭᎳᏑᏢᎩ! ᎭᎳᏑᏢᎩ!” ᎤᏃᏎᎴ ᏩᎭᏯ.,"Put it on! Put it on!"" they told Wolf."""
8201,rejected,duplicate_exact,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ., Okay",said Wolf.
8216,rejected,too_short,ᏕᏧᎬ?,Trees?
8217,rejected,too_short,ᏥᏍᏆ?,Birds?
8218,rejected,too_short,ᎠᏂᏥᎸᏍᎩ?,Flowers?
8267,rejected,too_short,ᎠᏓᎴᏴᏗᏍᎩ.,Millipede
8268,rejected,too_short,ᎠᏓᎨᏳᎲᏍᎩ.,Sow bugs
8270,rejected,too_short,ᎤᏆᏙᏓ.,Fungus
8271,rejected,too_short,ᎤᏥᏯ.,Earthworm
8399,rejected,too_long,"ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ."" ᎤᏛᏁ ᎠᏤᎯ ᎠᏣᏗ, ᏗᎦᏌᏆᎸ ᏚᏁᎦᎸ ᏗᎬᏗ, ᎠᏯ ᏓᎶᎨ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ. ᏅᏲ ᏥᏓᎣ ᏃᎴ ᏕᏥᏅᎦᎵᏍᎪ."", ""Hello Littlefish. replied the new fish through rounded lips, I am called Hogsucker by the Cherokee people. I cling to rocks and clean them."" ""ᎦᎵᎡᎵᎩ ᏥᏕᎾᏦᎯ, ᏓᎶᎨ, ᎠᏎᏃ ᏰᎵ ᎪᎯᏓ ᎦᏓᏬᏍᎬ Ꮟ ᎤᏓᏅᎯᏓ ᎠᏇᏅᏍᏗ. ᏕᎾᏓᎪᎲᏳ ᏓᎶᎨ."", ""It is very nice to meet you, Hogsucker, but I have been swimming for a long time and still have a long way to go. I must swim on. Goodbye, Hogsucker."" ᏰᎵ ᏧᏙᏓᏆᏓ ᏃᎴ ᏧᏒᎯᏓ ᏧᎶᏐᏅ ᏰᎵ ᎢᏯᏂ ᎠᏂᏤ ᏧᎵᎢ ᏚᎾᏦᏎᎢ ᎠᏂᎩᏍᎬ.""",Many days and nights passed as Littlefish met new friends on his journey.
8410,rejected,low_cherokee_left,"ᎠᏂᏲᏟᎨ ᎠᎹᏱ ᎠᏍᏛᎢ ᎠᎾᏓᏬ, ᎥᏣ ᎾᎥᏂ, ᎥᏣ ᎭᏫᏂ, ᏃᎴ Ꮳ ᎦᏚᎢᏣ."""", See how the smaller ones swim along the side, not too close, not too deep","and not too high."""""
8468,rejected,duplicate_exact,"ᏂᎯᎾᎲ!""""","Look at you!"""""
8478,rejected,duplicate_exact,"ᏂᎯᎾᎲ!""""","Look at you!"""""
8480,rejected,duplicate_exact,"ᏦᏚᎯ!""""","You are beautiful!"""""
8523,rejected,low_cherokee_left,"“Ꭵ, ᎤᏙᏳᎯ,” ᎤᏛᏁ, Yes, you are right",he said
8527,rejected,low_cherokee_left,"“ᎤᏟᏂᎩᏓ ᎠᏓᏯ ᏧᎬ ᏓᏥᏯᏛᏛᏂ ᎨᎵᎠ ᏳᏣᏅᏓ,” ᎤᏛᏁ, I'll ask that big strong oak tree, I'm sure he'll have some room",he said.
8547,rejected,too_short,ᎠᏍᏆᏓ,The end
8655,rejected,too_short|low_cherokee_left|english_left,English,Cherokee
8658,rejected,duplicate_exact,ᎠᎵᏍᏓᏴᏗ ᎠᏲᎯᏍᏗ ᏲᏚᎵᎠ.,"If you want to bring a side dish or a dessert, feel free to bring it."
8659,rejected,digit_heavy,ᎤᎪᏕᏍᏗ ᏣᏚᎵᎮᏍᏗ ᏣᏕᎳᏲᎯᏍᏗ ᎯᎢᎾ ᏫᎨᎯᏯᏛᏗ ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ ᎤᎾᏙᏢᏒ 918-453-5151; John Ross 918-453-6170; or Roy Boney Jr. 918-453-5487.,"For further information about the event, please contact the Language Program at 918-453-5151; John Ross at 918-453-6170; or Roy Boney Jr. at 918-453-5487."
8660,rejected,duplicate_exact,ᎠᎵᏍᏓᏴᏗ ᎠᏲᎯᏍᏗ ᏲᏚᎵᎠ.,"If you want to bring a side dish or a dessert, feel free to bring it."
8661,rejected,digit_heavy,ᎤᎪᏕᏍᏗ ᏣᏚᎵᎮᏍᏗ ᏣᏕᎳᏲᎯᏍᏗ ᎯᎢᎾ ᏫᎨᎯᏯᏛᏗ: ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ ᎤᎾᏙᏢᏒ 918-453-5151; John Ross 918-453-6170; or Roy Boney Jr. 918-453-5487.,"For further information about the event, please contact: the Language Program at 918-453-5151; John Ross at 918-453-6170; or Roy Boney Jr. 918-453-5487."
8662,rejected,duplicate_exact,ᎠᎵᏍᏓᏴᏗ ᎠᏲᎯᏍᏗ ᏲᏚᎵᎠ.,"If you want to bring a side dish or a dessert, feel free to bring it."
8663,rejected,digit_heavy,"ᎤᎪᏕᏍᏗ ᏣᏚᎵᎮᏍᏗ ᏣᏕᎳᏲᎯᏍᏗ ᎯᎢᎾ ᏫᎨᎯᏯᏛᏗ: ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ ᎤᎾᏙᏢᏒ (918) 453-5151; John Ross (918) 453-6170; or Roy Boney, Jr. (918) 453-5487.","For further information about the event, please contact: the Language Program at (918) 453-5151; John Ross at (918) 453-6170; or Roy Boney, Jr. (918) 453-5487."
8664,rejected,low_cherokee_left|english_left|identical_sides,CN re-opens Sequoyah’s Cabin Museum,CN re-opens Sequoyah’s Cabin Museum
